slug,name,file,file_expanded,os_raw,os_canonical,type,description
zecurit,Zecurit,*\Zecurit\Agent\Logs\agent_cmd_handler.log,*\Zecurit\Agent\Logs\agent_cmd_handler.log,Windows,Windows,,Command-handler log observed under the installed agent directory.
zecurit,Zecurit,*\Zecurit\Agent\Storage\AgentSettings.json,*\Zecurit\Agent\Storage\AgentSettings.json,Windows,Windows,,Agent settings file referenced by the service and observed in execution reports.
zecurit,Zecurit,*\Zecurit\ZecuritAgentUpgrader.exe,*\Zecurit\ZecuritAgentUpgrader.exe,Windows,Windows,,Agent upgrade executable staged beneath the Windows temporary directory.
zecurit,Zecurit,*\Zecurit\zecurit_windows_agent.exe,*\Zecurit\zecurit_windows_agent.exe,Windows,Windows,,Downloaded update installer observed with /SILENT /NORESTART arguments.
zecurit,Zecurit,*\ZecuritAgentInstaller.msi,*\ZecuritAgentInstaller.msi,Windows,Windows,,Embedded Windows installer package extracted by the reported Inno Setup wrapper.
zecurit,Zecurit,/usr/local/zecurit_agent/bin/agentService,/usr/local/zecurit_agent/bin/agentService,Linux,Linux,,Linux agent executable. The packaged systemd unit runs it with -s as root and Restart=always. Path confirmed in the 2.48 package.
zecurit,Zecurit,/usr/local/zecurit_agent/bin/commandProcessor,/usr/local/zecurit_agent/bin/commandProcessor,Linux,Linux,,Command-processing executable copied by the Linux installation script.
zecurit,Zecurit,/usr/local/zecurit_agent/bin/installer,/usr/local/zecurit_agent/bin/installer,Linux,Linux,,"Native Linux installer helper. After successful registration, its install handler copies, enables, and starts zecurit_agent.service."
zecurit,Zecurit,/etc/systemd/system/zecurit_agent.service,/etc/systemd/system/zecurit_agent.service,Linux,Linux,,systemd unit installed from the agent's bin directory. Ghidra confirms the destination path and systemctl enable/start calls in the installer.
zecurit,Zecurit,/usr/local/zecurit_agent/config/server.json,/usr/local/zecurit_agent/config/server.json,Linux,Linux,,Enrollment configuration copied into the default Linux installation directory.
zecurit,Zecurit,/usr/local/zecurit_agent/RemoveAgent.sh,/usr/local/zecurit_agent/RemoveAgent.sh,Linux,Linux,,Linux removal script invoking bin/installer uninstall.
zecurit,Zecurit,/Library/zecurit_agent/bin/Service,/Library/zecurit_agent/bin/Service,macOS,MacOS,,macOS agent executable launched as root by the packaged service launch daemon.
zecurit,Zecurit,/Library/zecurit_agent/bin/CommandProcessor,/Library/zecurit_agent/bin/CommandProcessor,macOS,MacOS,,Command-processing executable in the macOS package payload.
zecurit,Zecurit,/Library/zecurit_agent/bin/Installer,/Library/zecurit_agent/bin/Installer,macOS,MacOS,,Native macOS installer helper invoked by the package postinstall script.
zecurit,Zecurit,/Library/zecurit_agent/bin/ZecuritAccess.app/Contents/MacOS/ZecuritAccess,/Library/zecurit_agent/bin/ZecuritAccess.app/Contents/MacOS/ZecuritAccess,macOS,MacOS,,Zecurit access application included in the macOS package payload.
zecurit,Zecurit,/Library/zecurit_agent/bin/ZecuritInventory.app/Contents/MacOS/ZecuritInventory,/Library/zecurit_agent/bin/ZecuritInventory.app/Contents/MacOS/ZecuritInventory,macOS,MacOS,,Zecurit inventory application included in the macOS package payload.
zecurit,Zecurit,/Library/LaunchDaemons/com.zecurit_agent.service.plist,/Library/LaunchDaemons/com.zecurit_agent.service.plist,macOS,MacOS,,"macOS launch daemon copied by the package postinstall script. Its Label is com.zecurit.service, with RunAtLoad and KeepAlive enabled."
